ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE
5000663,M,N,Y,0,152000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20805,-7665,1,0,0,0,Private service staff
5000664,M,N,Y,0,130000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-9490,365243,1,1,0,0,
5000665,M,N,Y,0,146000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14235,-2920,1,0,0,0,High skill tech staff
5000666,M,Y,Y,1,95000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13870,-3650,1,0,0,0,Low-skill Laborers
5000667,M,N,Y,0,239000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-13140,365243,1,0,1,0,
5000668,M,Y,N,0,74000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15695,-7300,1,1,0,0,Managers
5000669,M,N,Y,0,170000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22995,-5110,1,1,0,1,Low-skill Laborers
5000670,M,N,Y,0,241000.0,Working,Secondary / secondary special,Married,House / apartment,-20805,-12410,1,0,0,0,Realty agents
5000671,F,N,Y,0,169000.0,State servant,Secondary / secondary special,Married,House / apartment,-10585,-1460,1,0,0,0,Laborers
5000672,M,N,N,1,120000.0,Working,Higher education,Married,House / apartment,-8395,-1460,1,1,0,0,Drivers
5000673,F,N,Y,0,102000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10220,-1460,1,0,0,0,Realty agents
5000674,F,N,N,0,224000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21170,-11315,1,0,0,0,IT staff
5000675,F,Y,Y,0,65000.0,Working,Higher education,Married,With parents,-8760,-2190,1,1,1,1,Accountants
5000676,M,Y,Y,0,82000.0,Working,Secondary / secondary special,Married,House / apartment,-11680,-1460,1,0,0,0,HR staff
5000677,M,N,Y,0,109000.0,Working,Secondary / secondary special,Married,House / apartment,-23360,-13870,1,0,1,0,Medicine staff
5000678,F,Y,Y,1,247000.0,Working,Higher education,Married,House / apartment,-18615,-2920,1,1,0,0,Private service staff
5000679,F,N,Y,0,161000.0,Working,Higher education,Married,House / apartment,-16425,-7300,1,0,0,0,Waiters/barmen staff
5000680,F,Y,Y,1,82000.0,Working,Secondary / secondary special,Separated,House / apartment,-13140,-6205,1,0,0,0,Cleaning staff
5000681,M,N,N,0,114000.0,Pensioner,Secondary / secondary special,Married,With parents,-22630,365243,1,0,1,0,
5000682,M,N,Y,1,98000.0,State servant,Secondary / secondary special,Married,House / apartment,-12410,-2555,1,0,0,0,Private service staff
5000683,F,N,Y,0,93000.0,Working,Higher education,Married,House / apartment,-12045,-4015,1,0,0,0,Low-skill Laborers
5000684,F,Y,Y,0,217000.0,Working,Secondary / secondary special,Married,House / apartment,-22265,-12045,1,0,0,0,Medicine staff
5000685,F,N,Y,0,67000.0,Working,Secondary / secondary special,Single / not married,With parents,-9855,-3285,1,0,1,0,Laborers
5000686,F,N,Y,2,298000.0,Commercial associate,Higher education,Separated,House / apartment,-11680,-730,1,1,0,1,Cooking staff
5000687,M,N,Y,0,202000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20805,365243,1,0,0,0,
5000688,F,N,Y,0,230000.0,Working,Higher education,Separated,House / apartment,-8760,0,1,0,0,0,Core staff
5000689,M,N,Y,0,106000.0,Working,Secondary / secondary special,Married,House / apartment,-8030,0,1,0,1,1,Waiters/barmen staff
5000690,M,Y,Y,1,124000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20075,365243,1,0,1,0,
5000691,F,N,Y,0,65000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23360,-8395,1,0,0,0,Low-skill Laborers
5000692,F,N,Y,1,103000.0,Working,Higher education,Civil marriage,House / apartment,-8395,0,1,1,0,0,HR staff
5000693,M,Y,Y,0,171000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8760,-1825,1,0,1,1,Core staff
5000694,M,N,N,0,255000.0,Working,Secondary / secondary special,Married,House / apartment,-21170,-12045,1,0,1,0,Managers
5000695,F,Y,Y,0,77000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11680,-3650,1,0,0,0,Private service staff
5000696,M,Y,Y,2,111000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14235,-6205,1,0,1,1,HR staff
5000697,F,Y,Y,0,124000.0,Pensioner,Incomplete higher,Married,House / apartment,-10950,365243,1,0,0,0,
5000698,M,N,N,2,66000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-7665,-730,1,0,0,0,Security staff
5000699,F,N,N,0,179000.0,State servant,Secondary / secondary special,Married,House / apartment,-13505,-3650,1,0,1,0,Sales staff
5000700,F,N,Y,0,93000.0,Working,Incomplete higher,Married,House / apartment,-13140,-6205,1,1,0,0,Managers
5000701,M,N,N,0,121000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10585,365243,1,0,1,0,
5000702,M,Y,Y,0,106000.0,Working,Secondary / secondary special,Married,House / apartment,-10585,-2555,1,0,0,0,High skill tech staff
5000703,M,N,Y,1,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10585,365243,1,0,0,0,
5000704,M,N,N,2,133000.0,Pensioner,Higher education,Married,House / apartment,-11680,365243,1,0,1,0,
5000705,F,Y,N,1,120000.0,Working,Secondary / secondary special,Married,House / apartment,-22265,-14600,1,0,0,0,Drivers
5000706,M,N,Y,1,111000.0,State servant,Secondary / secondary special,Married,House / apartment,-12775,-5110,1,0,0,0,IT staff
5000707,F,Y,Y,0,93000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-8030,365243,1,0,1,0,
5000708,M,N,Y,0,156000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-11315,365243,1,1,0,1,
5000709,F,N,Y,2,305000.0,Working,Secondary / secondary special,Married,House / apartment,-11315,-2190,1,0,0,0,Sales staff
5000710,F,Y,N,0,143000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10220,365243,1,0,1,0,
5000711,F,Y,Y,1,219000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-18980,365243,1,1,0,0,
5000712,F,N,Y,1,66000.0,Working,Secondary / secondary special,Married,House / apartment,-9490,-1095,1,0,1,0,Security staff
5000713,F,N,Y,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-14600,-4380,1,0,1,1,Cleaning staff
5000714,M,Y,Y,3,77000.0,Working,Higher education,Separated,House / apartment,-21535,0,1,1,0,0,Waiters/barmen staff
5000715,F,N,Y,0,64000.0,Working,Higher education,Single / not married,House / apartment,-20075,-1095,1,0,0,0,Cleaning staff
5000716,F,Y,Y,0,92000.0,Working,Higher education,Single / not married,House / apartment,-10220,-2555,1,0,1,0,Managers
5000717,F,N,N,0,242000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22995,-12775,1,0,0,0,High skill tech staff
5000718,M,N,N,0,214000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19710,-12775,1,0,0,0,Realty agents
5000719,F,Y,Y,0,150000.0,Working,Secondary / secondary special,Married,House / apartment,-14235,-4380,1,0,0,0,Low-skill Laborers
5000720,F,Y,N,0,62000.0,State servant,Higher education,Single / not married,House / apartment,-9855,-365,1,0,0,0,Security staff
5000721,M,Y,N,1,121000.0,Working,Higher education,Married,House / apartment,-18615,-9855,1,0,0,0,Cleaning staff
5000722,M,Y,N,2,155000.0,Working,Higher education,Married,House / apartment,-13870,-5110,1,0,1,0,High skill tech staff
5000723,F,Y,Y,0,145000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21900,-12775,1,0,1,0,Core staff
5000724,F,N,Y,0,53000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12410,-1825,1,1,0,0,Laborers
5000725,F,Y,Y,2,85000.0,State servant,Secondary / secondary special,Married,Rented apartment,-21535,-12410,1,1,0,0,Cleaning staff
5000726,M,N,Y,0,129000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20440,-13870,1,0,0,0,HR staff
5000727,F,N,Y,0,174000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-13505,365243,1,1,0,0,
5000728,M,N,Y,0,44000.0,Working,Higher education,Married,House / apartment,-20805,-13505,1,0,1,0,Sales staff
5000729,M,N,Y,0,123000.0,Working,Secondary / secondary special,Married,House / apartment,-23360,-12410,1,0,1,0,Drivers
5000730,M,Y,N,0,143000.0,Working,Secondary / secondary special,Married,House / apartment,-10585,-1095,1,0,1,0,Secretaries
5000731,F,N,Y,2,204000.0,Working,Secondary / secondary special,Married,House / apartment,-14600,-3285,1,0,0,0,Secretaries
5000732,F,N,Y,0,188000.0,Working,Higher education,Married,House / apartment,-23725,-10585,1,1,0,0,Managers
5000733,F,N,N,0,178000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17520,-7300,1,0,0,0,Managers
5000734,M,Y,N,0,89000.0,Working,Secondary / secondary special,Married,House / apartment,-14600,-2920,1,0,0,0,Medicine staff
5000735,F,N,N,0,51000.0,Commercial associate,Higher education,Married,Municipal apartment,-22265,-13505,1,0,0,0,Accountants
5000736,M,N,N,0,109000.0,Working,Secondary / secondary special,Separated,House / apartment,-20440,-10220,1,0,1,0,Realty agents
5000737,F,Y,Y,1,220000.0,Working,Secondary / secondary special,Married,With parents,-17155,-6935,1,0,1,0,Secretaries
5000738,F,N,N,1,267000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-10220,-3650,1,1,1,0,Drivers
5000739,M,N,Y,0,190000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18980,-1095,1,0,1,0,Low-skill Laborers
5000740,F,N,Y,2,165000.0,Pensioner,Higher education,Married,House / apartment,-7665,365243,1,0,0,1,
5000741,M,N,Y,1,161000.0,Commercial associate,Higher education,Separated,House / apartment,-13505,-1460,1,0,0,0,Managers
5000742,F,N,Y,1,101000.0,Working,Secondary / secondary special,Married,House / apartment,-10585,-1095,1,0,0,0,Realty agents
5000743,F,Y,Y,0,125000.0,State servant,Secondary / secondary special,Married,House / apartment,-14600,-1095,1,0,0,0,Realty agents
5000744,M,N,Y,0,307000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23725,-16060,1,0,0,0,Waiters/barmen staff
5000745,F,N,N,0,83000.0,Working,Secondary / secondary special,Married,House / apartment,-18980,-5475,1,0,1,0,Waiters/barmen staff
5000746,M,Y,Y,0,299000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8030,0,1,0,0,0,Realty agents
5000747,F,Y,Y,0,113000.0,Working,Secondary / secondary special,Married,House / apartment,-18980,-4745,1,1,0,0,Medicine staff
5000748,F,N,N,0,259000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23725,365243,1,0,0,0,
5000749,F,Y,Y,1,66000.0,Pensioner,Higher education,Married,House / apartment,-10585,365243,1,0,0,0,
5000750,M,N,Y,1,179000.0,State servant,Secondary / secondary special,Married,House / apartment,-18250,-3650,1,1,0,0,Core staff
5000751,F,Y,Y,2,92000.0,Working,Secondary / secondary special,Married,House / apartment,-14600,-365,1,0,0,0,Low-skill Laborers
5000752,F,Y,Y,0,66000.0,Working,Secondary / secondary special,Married,House / apartment,-21170,-7665,1,0,0,0,HR staff
5000753,M,Y,Y,0,149000.0,Commercial associate,Higher education,Single / not married,House / apartment,-7665,-365,1,0,1,1,HR staff
5000754,M,N,N,0,221000.0,Working,Secondary / secondary special,Married,House / apartment,-9125,-2555,1,0,0,0,High skill tech staff
5000755,F,N,Y,0,87000.0,Working,Secondary / secondary special,Married,House / apartment,-20075,-8395,1,0,0,1,Managers
5000756,F,N,Y,0,63000.0,Working,Secondary / secondary special,Married,House / apartment,-20440,-13870,1,0,0,0,Sales staff
5000757,F,N,N,0,127000.0,Working,Higher education,Civil marriage,House / apartment,-7665,-365,1,1,1,0,High skill tech staff
5000758,F,Y,N,0,128000.0,Working,Secondary / secondary special,Married,House / apartment,-12410,-3650,1,1,0,0,Managers
5000759,F,N,Y,1,175000.0,Pensioner,Higher education,Civil marriage,House / apartment,-10585,365243,1,0,1,0,
5000760,M,N,Y,0,214000.0,Pensioner,Incomplete higher,Single / not married,House / apartment,-18250,365243,1,0,1,0,
5000761,M,N,Y,1,129000.0,Working,Higher education,Married,House / apartment,-16060,-1095,1,1,1,1,IT staff
5000762,M,Y,Y,0,337000.0,Working,Secondary / secondary special,Married,House / apartment,-8760,-2190,1,0,0,0,High skill tech staff
5000763,F,N,Y,0,149000.0,Working,Secondary / secondary special,Married,House / apartment,-12410,-5475,1,0,0,0,Drivers
5000764,M,Y,Y,0,112000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-16425,365243,1,0,0,0,
5000765,F,Y,N,0,60000.0,Working,Incomplete higher,Married,House / apartment,-8760,-365,1,1,0,0,Cooking staff
5000766,F,N,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-16425,-1825,1,0,0,0,Cleaning staff
5000767,F,N,Y,0,113000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10950,-3650,1,0,1,0,High skill tech staff
5000768,M,N,Y,0,215000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20075,-11315,1,0,1,0,HR staff
5000769,F,N,Y,0,168000.0,Working,Secondary / secondary special,Married,House / apartment,-9855,-1825,1,1,0,1,Cleaning staff
5000770,M,N,Y,0,74000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22630,365243,1,0,0,0,
5000771,F,N,Y,2,145000.0,Working,Secondary / secondary special,Married,House / apartment,-12045,-365,1,0,1,0,Secretaries
5000772,M,N,N,0,186000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8760,-1825,1,0,0,0,Cooking staff
5000773,M,N,Y,1,286000.0,Working,Higher education,Married,House / apartment,-22995,-9490,1,0,0,0,Cooking staff
5000774,F,N,Y,0,208000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20440,-2190,1,1,0,0,Managers
5000775,M,Y,Y,2,195000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-12410,365243,1,1,1,0,
5000776,M,N,Y,1,137000.0,Working,Secondary / secondary special,Married,House / apartment,-13870,-4745,1,0,0,0,Security staff
5000777,F,N,Y,0,162000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-10220,365243,1,0,1,0,
5000778,F,Y,Y,0,249000.0,Commercial associate,Higher education,Widow,House / apartment,-18980,-5110,1,0,0,0,Cooking staff
5000779,F,N,Y,1,68000.0,Working,Secondary / secondary special,Married,House / apartment,-17155,-8760,1,0,0,0,Secretaries
5000780,F,Y,Y,0,112000.0,Working,Secondary / secondary special,Married,Municipal apartment,-22630,-7665,1,0,0,0,Core staff
5000781,F,N,N,0,91000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20805,-6205,1,0,0,0,Security staff
5000782,M,N,N,0,161000.0,Commercial associate,Higher education,Married,House / apartment,-15695,-4015,1,1,0,0,Realty agents
5000783,M,N,N,1,246000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9855,-2190,1,0,0,0,Core staff
5000784,M,N,N,1,99000.0,Working,Higher education,Single / not married,House / apartment,-11680,-730,1,0,1,0,Realty agents
5000785,F,N,Y,0,40000.0,Working,Secondary / secondary special,Married,House / apartment,-16425,-4380,1,0,0,0,IT staff
5000786,F,N,N,0,108000.0,Pensioner,Secondary / secondary special,Civil marriage,Rented apartment,-8395,365243,1,0,1,0,
5000787,F,N,Y,0,210000.0,State servant,Secondary / secondary special,Married,House / apartment,-16790,-2190,1,0,1,0,Realty agents
5000788,F,Y,N,0,174000.0,Working,Higher education,Married,House / apartment,-8760,0,1,0,1,0,Core staff
5000789,F,N,N,3,165000.0,State servant,Secondary / secondary special,Married,House / apartment,-22630,-3285,1,0,1,0,Laborers
5000790,M,Y,N,0,116000.0,Working,Higher education,Widow,House / apartment,-20440,-10585,1,0,0,0,Cleaning staff
5000791,F,N,N,0,70000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12775,-3285,1,0,0,0,Security staff
5000792,F,N,Y,0,172000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18980,365243,1,0,1,0,
5000793,F,N,Y,1,88000.0,Working,Secondary / secondary special,Married,Rented apartment,-17885,-365,1,0,1,0,Drivers
5000794,M,Y,Y,0,397000.0,Working,Higher education,Married,House / apartment,-10950,-4380,1,1,1,0,HR staff
5000795,F,Y,Y,0,177000.0,Working,Secondary / secondary special,Married,House / apartment,-14965,-7665,1,0,0,0,Drivers
5000796,F,N,Y,0,100000.0,Pensioner,Higher education,Married,House / apartment,-13140,365243,1,1,0,1,
5000797,F,Y,Y,0,98000.0,Pensioner,Higher education,Married,House / apartment,-14235,365243,1,0,0,0,
5000798,F,Y,N,0,127000.0,Working,Higher education,Married,With parents,-17885,-10220,1,0,1,0,Private service staff
5000799,F,Y,Y,0,118000.0,Working,Secondary / secondary special,Married,House / apartment,-13870,-1825,1,0,0,0,Managers
5000800,F,N,N,0,233000.0,Working,Secondary / secondary special,Separated,House / apartment,-23360,-14600,1,0,0,0,High skill tech staff
5000801,M,N,N,2,146000.0,Commercial associate,Higher education,Married,House / apartment,-13140,-4380,1,0,0,0,Cooking staff
5000802,F,N,N,1,92000.0,Working,Secondary / secondary special,Widow,House / apartment,-7665,0,1,0,0,0,Private service staff
5000803,F,Y,N,3,343000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8030,365243,1,0,0,0,
5000804,F,Y,Y,0,137000.0,Working,Secondary / secondary special,Married,House / apartment,-12775,-4380,1,0,1,0,Secretaries
5000805,F,N,N,2,196000.0,Working,Secondary / secondary special,Married,House / apartment,-21535,-13140,1,0,1,0,HR staff
5000806,F,N,N,0,98000.0,Working,Secondary / secondary special,Married,House / apartment,-17520,-4745,1,1,0,0,Low-skill Laborers
5000807,F,Y,Y,0,160000.0,Working,Secondary / secondary special,Married,House / apartment,-7665,0,1,0,0,0,Accountants
5000808,F,Y,Y,0,156000.0,State servant,Secondary / secondary special,Married,House / apartment,-9125,0,1,0,1,0,Managers
5000809,M,Y,N,0,52000.0,Working,Secondary / secondary special,Married,House / apartment,-22630,-2555,1,0,0,0,Cleaning staff
5000810,F,N,Y,0,365000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15330,-2190,1,1,1,0,Medicine staff
5000811,F,N,Y,0,254000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20440,-730,1,0,0,1,High skill tech staff
5000812,M,Y,Y,0,109000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12045,-2190,1,0,0,0,Security staff
5000813,F,Y,Y,0,77000.0,Working,Secondary / secondary special,Married,House / apartment,-7665,-1095,1,0,0,0,Accountants
5000814,F,Y,Y,0,159000.0,Working,Secondary / secondary special,Married,House / apartment,-13140,-5110,1,0,1,0,Accountants
5000815,F,N,N,0,139000.0,Working,Secondary / secondary special,Married,House / apartment,-22265,-14235,1,0,0,0,Managers
5000816,F,Y,Y,0,159000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15330,0,1,0,0,0,Sales staff
5000817,M,N,Y,1,147000.0,Working,Higher education,Married,House / apartment,-18980,-11315,1,1,0,0,Accountants
5000818,M,N,Y,1,172000.0,Working,Secondary / secondary special,Married,House / apartment,-13140,-2190,1,1,0,0,Managers
5000819,M,N,Y,0,275000.0,State servant,Higher education,Married,House / apartment,-12775,-365,1,0,0,0,Low-skill Laborers
5000820,F,Y,N,0,177000.0,Working,Secondary / secondary special,Married,House / apartment,-22630,-4745,1,1,0,0,Realty agents
5000821,M,Y,Y,0,79000.0,Working,Secondary / secondary special,Married,House / apartment,-11680,-365,1,0,0,0,Accountants
5000822,M,N,Y,1,263000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-7665,-365,1,1,0,0,Realty agents
5000823,M,N,Y,0,303000.0,Working,Secondary / secondary special,Married,House / apartment,-13505,-5110,1,0,0,0,Managers
5000824,F,N,Y,0,644000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-22265,-6570,1,0,0,0,Cleaning staff
5000825,F,N,N,0,76000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-17520,-10585,1,1,0,0,Sales staff
5000826,M,Y,N,0,150000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9855,-730,1,1,0,0,Cleaning staff
5000827,M,N,Y,0,47000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10585,-1825,1,0,0,1,Sales staff
5000828,F,N,Y,1,176000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15330,-5840,1,1,0,0,Private service staff
5000829,F,Y,Y,0,101000.0,Pensioner,Higher education,Married,House / apartment,-16790,365243,1,0,0,0,
5000830,M,N,Y,0,349000.0,Working,Secondary / secondary special,Married,House / apartment,-11680,-1825,1,1,0,0,Laborers
5000831,F,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-9855,-730,1,0,0,0,Managers
5000832,M,N,Y,1,57000.0,Working,Secondary / secondary special,Married,House / apartment,-12775,-5475,1,0,0,0,Waiters/barmen staff
5000833,M,N,Y,0,105000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-21170,-6570,1,0,0,0,Laborers
5000834,F,N,Y,0,50000.0,Working,Higher education,Married,House / apartment,-14965,0,1,0,1,0,Waiters/barmen staff
5000835,F,N,N,0,194000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12410,365243,1,0,1,0,
5000836,F,Y,N,2,47000.0,Working,Secondary / secondary special,Married,With parents,-8030,-730,1,0,0,0,Low-skill Laborers
5000837,M,Y,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-10220,365243,1,0,0,0,
5000838,F,N,N,2,47000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23725,-2190,1,0,1,0,Low-skill Laborers
5000839,F,Y,Y,0,114000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-9490,-2190,1,0,1,0,Secretaries
5000840,M,N,Y,0,303000.0,Working,Incomplete higher,Married,House / apartment,-20805,-1460,1,0,0,0,Realty agents
5000841,F,N,N,0,160000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20805,365243,1,0,0,0,
5000842,M,N,N,0,87000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19345,-10585,1,0,0,0,Private service staff
5000843,F,N,N,0,131000.0,Working,Secondary / secondary special,Married,House / apartment,-22265,-15330,1,0,0,0,Waiters/barmen staff
5000844,M,N,Y,0,134000.0,Working,Secondary / secondary special,Married,House / apartment,-9490,-2555,1,0,0,0,Private service staff
5000845,F,Y,Y,0,169000.0,Working,Secondary / secondary special,Married,House / apartment,-16790,-9125,1,0,0,0,IT staff
5000846,M,Y,N,2,67000.0,Working,Higher education,Single / not married,House / apartment,-21535,-2555,1,0,1,0,Managers
5000847,F,Y,Y,0,179000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-22265,-14965,1,0,0,0,Waiters/barmen staff
5000848,F,N,Y,1,34000.0,State servant,Higher education,Married,Rented apartment,-20805,-4015,1,0,0,0,Low-skill Laborers
5000849,F,N,Y,0,97000.0,Working,Higher education,Married,House / apartment,-12410,-3285,1,1,0,1,IT staff
5000850,M,Y,Y,0,104000.0,State servant,Secondary / secondary special,Widow,House / apartment,-20805,-4380,1,0,0,0,Cleaning staff
5000851,F,N,Y,0,183000.0,Working,Secondary / secondary special,Married,House / apartment,-10220,-3285,1,1,0,0,High skill tech staff
5000852,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-21535,-6205,1,0,0,0,Cooking staff
5000853,F,N,N,2,66000.0,Commercial associate,Higher education,Married,House / apartment,-12045,-3285,1,1,0,0,Private service staff
5000854,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,-12045,-730,1,0,0,0,Waiters/barmen staff
5000855,M,Y,Y,0,147000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-21900,-6935,1,0,1,0,Secretaries
5000856,M,N,Y,0,128000.0,Working,Secondary / secondary special,Married,With parents,-22995,-5475,1,1,0,0,Cleaning staff
5000857,F,N,Y,0,100000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17520,-1460,1,0,0,0,High skill tech staff
5000858,F,N,Y,0,105000.0,Working,Higher education,Married,House / apartment,-13870,-730,1,0,0,0,Waiters/barmen staff
5000859,M,N,Y,1,189000.0,Working,Secondary / secondary special,Married,House / apartment,-14235,-5110,1,0,0,0,Sales staff
5000860,F,N,N,1,103000.0,Working,Secondary / secondary special,Married,House / apartment,-21170,-12045,1,1,0,0,Cleaning staff
5000861,F,N,Y,0,128000.0,Student,Higher education,Married,With parents,-18980,-7665,1,0,0,0,Realty agents
5000862,F,Y,N,0,394000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15330,365243,1,0,0,0,
5000863,F,N,Y,0,65000.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-8030,365243,1,0,0,0,
5000864,F,N,Y,0,53000.0,Working,Secondary / secondary special,Married,House / apartment,-12045,-2555,1,0,1,0,Realty agents
5000865,F,N,Y,0,197000.0,Working,Secondary / secondary special,Separated,House / apartment,-15695,-8030,1,0,0,0,Sales staff
5000866,M,Y,Y,0,95000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16425,-9490,1,0,0,0,Waiters/barmen staff
5000867,M,Y,N,0,114000.0,Working,Higher education,Married,Rented apartment,-17520,-10585,1,1,0,0,Accountants
5000868,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11315,0,1,0,1,0,Sales staff
5000869,F,N,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19345,-1095,1,0,0,0,Core staff
5000870,M,N,N,0,296000.0,Working,Secondary / secondary special,Widow,House / apartment,-16060,-6570,1,0,0,0,Realty agents
5000871,M,Y,N,0,199000.0,Working,Secondary / secondary special,Married,House / apartment,-8030,0,1,0,1,0,Cooking staff
5000872,F,N,N,0,205000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18250,-8030,1,0,0,0,High skill tech staff
5000873,F,N,Y,1,66000.0,Working,Higher education,Married,House / apartment,-13505,-5110,1,0,0,0,Cooking staff
5000874,M,N,N,0,75000.0,Working,Higher education,Married,House / apartment,-21900,-2920,1,0,0,0,Drivers
5000875,M,N,Y,0,32000.0,State servant,Secondary / secondary special,Widow,House / apartment,-19710,-8395,1,0,1,0,Core staff
5000876,F,N,Y,0,89000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21170,-7300,1,0,1,0,Secretaries
5000877,F,N,Y,1,215000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15330,365243,1,0,1,0,
5000878,M,Y,Y,0,173000.0,Working,Higher education,Married,House / apartment,-9125,0,1,0,1,0,Cooking staff
5000879,M,N,Y,0,119000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21900,-5475,1,0,1,0,Security staff
5000880,M,N,Y,0,132000.0,Working,Higher education,Married,Rented apartment,-13140,-5840,1,0,0,0,Managers
5000881,F,N,N,1,94000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12045,365243,1,0,1,0,
5000882,M,N,Y,2,148000.0,Pensioner,Higher education,Separated,House / apartment,-16790,365243,1,1,0,0,
5000883,M,N,Y,0,195000.0,Working,Higher education,Married,House / apartment,-18615,-2920,1,0,0,0,Security staff
5000884,F,Y,Y,1,59000.0,Working,Higher education,Married,House / apartment,-21535,-5110,1,0,0,0,Medicine staff
